order_item_id,transaction_id,product_id,quantity,price
267,267,19,5,3.74
268,268,2,4,4.32
269,269,12,5,5.06
270,270,10,3,3.41
271,271,11,5,3.7
272,272,8,5,4.66
273,273,24,2,2.96
274,274,3,2,2.83
275,275,10,5,3.41
276,276,12,3,5.06
277,277,26,1,6.48
278,278,23,1,3.63
279,279,18,1,5.14
280,280,10,2,3.41
281,281,16,4,4.89
282,282,12,5,5.06
283,283,17,1,3.59
284,284,19,1,3.74
285,285,13,4,3.41
286,286,9,3,3.04
287,287,18,3,5.14
288,288,6,2,3.51
289,289,17,5,3.59
290,290,10,3,3.41
291,291,7,1,3.43
292,292,15,1,3.78
293,293,5,5,4.36
294,294,5,2,4.36
295,295,19,5,3.74
296,296,6,1,3.51
297,297,22,4,6.38
298,298,20,3,5.96
299,299,17,3,3.59
300,300,23,4,3.63
301,301,22,1,6.38
302,302,18,2,5.14
303,303,15,1,3.78
304,304,11,2,3.7
305,305,23,1,3.63
306,306,20,2,5.96
307,307,9,5,3.04
308,308,12,1,5.06
309,309,14,2,4.33
310,310,4,1,5.53
311,311,14,1,4.33
312,312,22,5,6.38
313,313,23,4,3.63
314,314,20,5,5.96
315,315,11,5,3.7
316,316,21,4,4.82
317,317,14,4,4.33
318,318,2,2,4.32
319,319,21,1,4.82
320,320,6,3,3.51
321,321,11,4,3.7
322,322,17,1,3.59
323,323,11,4,3.7
324,324,21,3,4.82
325,325,20,3,5.96
326,326,24,3,2.96
327,327,4,3,5.53
328,328,17,1,3.59
329,329,2,4,4.32
330,330,5,4,4.36
331,331,17,4,3.59
332,332,17,4,3.59
333,333,26,4,6.48
334,334,15,5,3.78
335,335,22,3,6.38
336,336,17,5,3.59
337,337,2,5,4.32
338,338,22,2,6.38
339,339,17,1,3.59
340,340,17,5,3.59
341,341,12,5,5.06
342,342,19,1,3.74
343,343,24,4,2.96
344,344,1,2,6.17
345,345,23,3,3.63
346,346,18,2,5.14
347,347,19,4,3.74
348,348,6,5,3.51
349,349,1,4,6.17
350,350,23,4,3.63
351,351,20,4,5.96
352,352,15,5,3.78
353,353,16,4,4.89
354,354,26,5,6.48
355,355,20,2,5.96
356,356,9,7,3.04
357,357,22,3,6.38
358,358,4,5,5.53
359,359,8,5,4.66
360,360,10,4,3.41
361,361,8,4,4.66
362,362,3,3,2.83
363,363,12,4,5.06
364,364,19,3,3.74
365,365,6,2,3.51
366,366,21,1,4.82
367,367,13,2,3.41
368,368,26,3,6.48
369,369,1,5,6.17
370,370,18,3,5.14
371,371,23,1,3.63
372,372,26,3,6.48
373,373,15,5,3.78
374,374,17,2,3.59
375,375,18,2,5.14
376,376,24,2,2.96
377,377,1,3,6.17
378,378,24,2,2.96
379,379,21,4,4.82
380,380,13,2,3.41
381,381,8,3,4.66
382,382,17,4,3.59
383,383,23,1,3.63
384,384,7,1,3.43
385,385,20,3,5.96
386,386,26,2,6.48
387,387,3,4,2.83
388,388,15,4,3.78
389,389,22,5,6.38
390,390,24,1,2.96
391,391,15,3,3.78
392,392,8,1,4.66
393,393,21,2,4.82
394,394,2,1,4.32
395,395,5,5,4.36
396,396,20,2,5.96
397,397,14,1,4.33
398,398,5,4,4.36
399,399,8,3,4.66
400,400,21,2,4.82
401,401,17,3,3.59
402,402,7,4,3.43
403,403,19,3,3.74
404,404,24,2,2.96
405,405,7,1,3.43
406,406,19,4,3.74
407,407,2,1,4.32
408,408,12,5,5.06
409,409,7,3,3.43
410,410,5,1,4.36
411,411,2,4,4.32
412,412,15,4,3.78
413,413,13,4,3.41
414,414,10,4,3.41
415,415,3,5,2.83
416,416,23,4,3.63
417,417,14,4,4.33
418,418,10,2,3.41
419,419,9,4,3.04
420,420,3,3,2.83
421,421,8,3,4.66
422,422,12,5,5.06
423,423,12,3,5.06
424,424,3,5,2.83
425,425,20,4,5.96
426,426,11,4,3.7
427,427,19,3,3.74
428,428,18,2,5.14
429,429,6,3,3.51
430,430,22,1,6.38
431,431,15,4,3.78
432,432,20,5,5.96
433,433,10,5,3.41
434,434,1,3,6.17
435,435,8,3,4.66
436,436,18,1,5.14
437,437,12,2,5.06
438,438,24,2,2.96
439,439,19,4,3.74
440,440,26,1,6.48
441,441,26,1,6.48
442,442,19,2,3.74
443,443,7,5,3.43
444,444,19,2,3.74
445,445,21,5,4.82
446,446,9,1,3.04
447,447,16,2,4.89
448,448,11,2,3.7
449,449,5,4,4.36
450,450,15,3,3.78
451,451,8,5,4.66
452,452,4,4,5.53
453,453,20,4,5.96
454,454,14,1,4.33
455,455,13,1,3.41
456,456,19,2,3.74
457,457,21,1,4.82
458,458,3,4,2.83
459,459,13,1,3.41
460,460,5,1,4.36
461,461,18,5,5.14
462,462,7,4,3.43
463,463,23,4,3.63
464,464,19,1,3.74
465,465,14,3,4.33
466,466,14,2,4.33
467,467,2,2,4.32
468,468,9,5,3.04
469,469,23,4,3.63
470,470,12,2,5.06
471,471,7,3,3.43
472,472,11,3,3.7
473,473,9,3,3.04
474,474,5,3,4.36
475,475,6,3,3.51
476,476,19,3,3.74
477,477,12,1,5.06
478,478,9,4,3.04
479,479,1,4,6.17
480,480,8,4,4.66
481,481,4,4,5.53
482,482,7,2,3.43
483,483,13,5,3.41
484,484,23,1,3.63
485,485,6,2,3.51
486,486,8,1,4.66
487,487,6,2,3.51
488,488,5,3,4.36
489,489,3,4,2.83
490,490,1,1,6.17
491,491,5,2,4.36
492,492,9,3,3.04
493,493,10,5,3.41
494,494,7,1,3.43
495,495,7,2,3.43
496,496,18,5,5.14
497,497,17,3,3.59
498,498,3,5,2.83
499,499,24,4,2.96
500,500,23,4,3.63
501,501,21,1,4.82
502,502,13,5,3.41
503,503,19,1,3.74
504,504,21,5,4.82
505,505,16,4,4.89
506,506,22,5,6.38
507,507,11,5,3.7
508,508,23,2,3.63
509,509,9,3,3.04
510,510,26,3,6.48
511,511,21,2,4.82
512,512,22,4,6.38
513,513,3,3,2.83
514,514,3,1,2.83
515,515,10,4,3.41
516,516,12,1,5.06
517,517,11,3,3.7
518,518,9,3,3.04
519,519,17,2,3.59
520,520,2,3,4.32
521,521,12,1,5.06
522,522,12,5,5.06
523,523,10,5,3.41
524,524,1,5,6.17
525,525,24,4,2.96
526,526,19,4,3.74
527,527,10,1,3.41
528,528,1,4,6.17
529,529,3,1,2.83
530,530,18,3,5.14
531,531,11,4,3.7
532,532,26,5,6.48
533,533,5,2,4.36
534,534,8,3,4.66
535,535,16,5,4.89
536,536,6,1,3.51
537,537,14,3,4.33
538,538,5,5,4.36
539,539,1,5,6.17
540,540,6,4,3.51
541,541,17,1,3.59
542,542,20,4,5.96
543,543,5,2,4.36
544,544,4,2,5.53
545,545,23,5,3.63
546,546,14,3,4.33
547,547,14,1,4.33
548,548,16,1,4.89
549,549,13,1,3.41
550,550,16,3,4.89
551,551,10,4,3.41
552,552,2,3,4.32
553,553,18,4,5.14
554,554,21,3,4.82
555,555,3,1,2.83
556,556,24,2,2.96
557,557,7,5,3.43
558,558,10,4,3.41
559,559,6,5,3.51
560,560,10,1,3.41
561,561,12,3,5.06
562,562,4,4,5.53
563,563,2,5,4.32
564,564,5,4,4.36
565,565,1,2,6.17
566,566,20,1,5.96
567,567,6,5,3.51
568,568,11,4,3.7
569,569,15,1,3.78
570,570,10,1,3.41
571,571,18,2,5.14
572,572,20,2,5.96
573,573,1,1,6.17
574,574,22,1,6.38
575,575,4,1,5.53
576,576,19,1,3.74
577,577,17,1,3.59
578,578,15,2,3.78
579,579,2,1,4.32
580,580,20,2,5.96
581,581,20,3,5.96
582,582,14,3,4.33
583,583,14,3,4.33
584,584,11,5,3.7
585,585,2,3,4.32
586,586,17,4,3.59
587,587,3,5,2.83
588,588,23,4,3.63
589,589,11,4,3.7
590,590,2,4,4.32
591,591,4,1,5.53
592,592,15,3,3.78
593,593,17,4,3.59
594,594,15,2,3.78
595,595,1,5,6.17
596,596,11,1,3.7
597,597,6,1,3.51
598,598,17,4,3.59
599,599,8,4,4.66
600,600,14,5,4.33
601,601,4,4,5.53
602,602,14,2,4.33
603,603,19,4,3.74
604,604,2,3,4.32
605,605,19,4,3.74
606,606,4,4,5.53
607,607,17,1,3.59
608,608,2,2,4.32
609,609,24,5,2.96
610,610,3,4,2.83
611,611,24,1,2.96
612,612,7,4,3.43
613,613,2,5,4.32
614,614,23,5,3.63
615,615,11,3,3.7
616,616,3,2,2.83
617,617,21,1,4.82
618,618,9,4,3.04
619,619,3,1,2.83
620,620,9,5,3.04
621,621,12,4,5.06
622,622,15,2,3.78
623,623,5,4,4.36
624,624,10,5,3.41
625,625,3,2,2.83
626,626,20,1,5.96
627,627,24,4,2.96
628,628,22,3,6.38
629,629,18,3,5.14
630,630,22,5,6.38
631,631,24,3,2.96
632,632,13,5,3.41
633,633,9,3,3.04
634,634,12,3,5.06
635,635,19,2,3.74
636,636,16,3,4.89
637,637,19,3,3.74
638,638,2,5,4.32
639,639,22,1,6.38
640,640,14,3,4.33
641,641,6,1,3.51
642,642,1,3,6.17
643,643,12,2,5.06
644,644,17,1,3.59
645,645,12,3,5.06
646,646,9,1,3.04
647,647,26,2,6.48
648,648,2,1,4.32
649,649,15,5,3.78
650,650,8,1,4.66
651,651,5,4,4.36
652,652,24,4,2.96
653,653,12,4,5.06
654,654,23,5,3.63
655,655,14,4,4.33
656,656,1,2,6.17
657,657,17,1,3.59
658,658,1,3,6.17
659,659,6,1,3.51
660,660,20,4,5.96
661,661,26,5,6.48
662,662,8,1,4.66
663,663,13,1,3.41
664,664,5,3,4.36
665,665,11,4,3.7
666,666,13,5,3.41
667,667,9,4,3.04
668,668,6,1,3.51
669,669,19,4,3.74
670,670,26,3,6.48
671,671,15,1,3.78
672,672,22,3,6.38
673,673,17,1,3.59
674,674,20,1,5.96
675,675,17,3,3.59
676,676,26,4,6.48
677,677,21,1,4.82
678,678,7,1,3.43
679,679,12,2,5.06
680,680,2,2,4.32
681,681,14,4,4.33
682,682,21,4,4.82
683,683,3,1,2.83
684,684,21,4,4.82
685,685,1,4,6.17
686,686,20,3,5.96
687,687,19,4,3.74
688,688,9,4,3.04
689,689,10,2,3.41
690,690,7,2,3.43
691,691,6,2,3.51
692,692,7,1,3.43
693,693,15,2,3.78
694,694,22,4,6.38
695,695,1,2,6.17
696,696,15,5,3.78
697,697,22,3,6.38
698,698,19,2,3.74
699,699,3,2,2.83
700,700,8,3,4.66
701,701,11,5,3.7
702,702,12,4,5.06
703,703,2,2,4.32
704,704,18,1,5.14
705,705,20,3,5.96
706,706,10,2,3.41
707,707,19,3,3.74
708,708,14,3,4.33
709,709,2,3,4.32
710,710,7,5,3.43
711,711,4,3,5.53
712,712,10,1,3.41
713,713,4,1,5.53
714,714,20,5,5.96
715,715,24,3,2.96
716,716,22,4,6.38
717,717,9,4,3.04
718,718,17,2,3.59
719,719,5,1,4.36
720,720,13,4,3.41
721,721,19,2,3.74
722,722,12,2,5.06
723,723,22,2,6.38
724,724,14,1,4.33
725,725,14,5,4.33
726,726,11,4,3.7
727,727,24,3,2.96
728,728,17,5,3.59
729,729,15,5,3.78
730,730,12,5,5.06
731,731,18,1,5.14
732,732,9,2,3.04
733,733,5,5,4.36
734,734,5,2,4.36
735,735,17,3,3.59
736,736,3,2,2.83
737,737,18,5,5.14
738,738,3,1,2.83
739,739,20,3,5.96
740,740,2,5,4.32
741,741,14,1,4.33
742,742,24,5,2.96
743,743,3,2,2.83
744,744,2,4,4.32
745,745,3,1,2.83
746,746,3,1,2.83
747,747,13,3,3.41
748,748,11,3,3.7
749,749,14,2,4.33
750,750,14,4,4.33
751,751,26,1,6.48
752,752,26,5,6.48
753,753,24,4,2.96
754,754,10,4,3.41
755,755,7,3,3.43
756,756,9,1,3.04
757,757,18,1,5.14
758,758,21,5,4.82
759,759,6,1,3.51
760,760,13,4,3.41
761,761,7,1,3.43
762,762,10,2,3.41
763,763,8,2,4.66
764,764,23,1,3.63
765,765,13,1,3.41
766,766,5,5,4.36
767,767,7,3,3.43
768,768,10,5,3.41
769,769,22,1,6.38
770,770,17,2,3.59
771,771,6,2,3.51
772,772,24,4,2.96
773,773,12,2,5.06
774,774,1,1,6.17
775,775,22,2,6.38
776,776,7,2,3.43
777,777,4,5,5.53
778,778,6,1,3.51
779,779,19,5,3.74
780,780,9,2,3.04
781,781,6,5,3.51
782,782,20,1,5.96
783,783,6,3,3.51
784,784,23,2,3.63
785,785,20,4,5.96
786,786,17,2,3.59
787,787,14,3,4.33
788,788,8,5,4.66
789,789,20,1,5.96
790,790,1,3,6.17
791,791,1,2,6.17
792,792,9,4,3.04
793,793,8,2,4.66
794,794,4,2,5.53
795,795,8,2,4.66
796,796,19,4,3.74
797,797,5,2,4.36
798,798,2,1,4.32
799,799,18,5,5.14
800,800,16,4,4.89
801,801,21,2,4.82
802,802,5,4,4.36
803,803,2,4,4.32
804,804,19,4,3.74
805,805,6,5,3.51
806,806,7,4,3.43
807,807,2,4,4.32
808,808,2,2,4.32
809,809,21,5,4.82
810,810,13,2,3.41
811,811,9,4,3.04
812,812,15,5,3.78
813,813,6,5,3.51
814,814,23,4,3.63
815,815,18,4,5.14
816,816,7,3,3.43
817,817,18,4,5.14
818,818,24,4,2.96
819,819,4,3,5.53
820,820,10,5,3.41
821,821,17,5,3.59
822,822,18,5,5.14
823,823,17,4,3.59
824,824,10,5,3.41
825,825,21,2,4.82
826,826,9,5,3.04
827,827,24,5,2.96
828,828,9,3,3.04
829,829,14,2,4.33
830,830,20,4,5.96
831,831,8,2,4.66
832,832,15,1,3.78
833,833,4,3,5.53
834,834,8,1,4.66
835,835,8,2,4.66
836,836,24,2,2.96
837,837,23,5,3.63
838,838,1,4,6.17
839,839,5,2,4.36
840,840,19,4,3.74
841,841,18,5,5.14
842,842,26,4,6.48
843,843,18,5,5.14
844,844,24,1,2.96
845,845,14,3,4.33
846,846,3,3,2.83
847,847,5,3,4.36
848,848,14,1,4.33
849,849,12,1,5.06
850,850,14,5,4.33
851,851,16,2,4.89
852,852,26,5,6.48
853,853,26,2,6.48
854,854,17,3,3.59
855,855,15,3,3.78
856,856,26,5,6.48
857,857,23,3,3.63
858,858,21,5,4.82
859,859,16,3,4.89
860,860,3,5,2.83
861,861,16,1,4.89
862,862,15,5,3.78
863,863,17,2,3.59
864,864,12,5,5.06
865,865,16,3,4.89
866,866,2,3,4.32
867,867,15,3,3.78
868,868,11,5,3.7
869,869,12,4,5.06
870,870,17,1,3.59
871,871,7,4,3.43
872,872,16,3,4.89
873,873,10,2,3.41
874,874,11,5,3.7
875,875,18,3,5.14
876,876,6,1,3.51
877,877,9,1,3.04
878,878,5,5,4.36
879,879,17,4,3.59
880,880,12,3,5.06
881,881,8,2,4.66
882,882,13,2,3.41
883,883,1,4,6.17
884,884,1,1,6.17
885,885,20,2,5.96
886,886,21,2,4.82
887,887,7,3,3.43
888,888,10,1,3.41
889,889,9,4,3.04
890,890,4,2,5.53
891,891,6,4,3.51
892,892,6,2,3.51
893,893,22,3,6.38
894,894,20,4,5.96
895,895,1,3,6.17
896,896,17,3,3.59
897,897,18,1,5.14
898,898,2,2,4.32
899,899,11,5,3.7
900,900,7,1,3.43
901,901,18,3,5.14
902,902,1,5,6.17
903,903,24,4,2.96
904,904,22,2,6.38
905,905,6,1,3.51
906,906,6,5,3.51
907,907,19,2,3.74
908,908,7,3,3.43
909,909,17,2,3.59
910,910,24,1,2.96
911,911,12,2,5.06
912,912,16,3,4.89
913,913,4,1,5.53
914,914,17,1,3.59
915,915,1,2,6.17
916,916,6,1,3.51
917,917,7,2,3.43
918,918,6,4,3.51
919,919,12,4,5.06
920,920,8,1,4.66
921,921,3,3,2.83
922,922,5,4,4.36
923,923,20,2,5.96
924,924,5,3,4.36
925,925,11,3,3.7
926,926,26,3,6.48
927,927,1,2,6.17
928,928,19,1,3.74
929,929,8,2,4.66
930,930,26,3,6.48
931,931,14,3,4.33
932,932,3,5,2.83
933,933,6,2,3.51
934,934,26,3,6.48
935,935,26,5,6.48
936,936,20,3,5.96
937,937,5,2,4.36
938,938,16,1,4.89
939,939,3,4,2.83
940,940,23,5,3.63
941,941,10,3,3.41
942,942,24,4,2.96
943,943,24,1,2.96
944,944,15,1,3.78
945,945,22,3,6.38
946,946,1,4,6.17
947,947,13,3,3.41
948,948,21,5,4.82
949,949,8,4,4.66
950,950,1,4,6.17
951,951,6,5,3.51
952,952,23,3,3.63
953,953,20,4,5.96
954,954,11,4,3.7
955,955,2,3,4.32
956,956,21,2,4.82
957,957,3,5,2.83
958,958,8,5,4.66
959,959,6,5,3.51
960,960,26,4,6.48
961,961,18,5,5.14
962,962,23,4,3.63
963,963,20,5,5.96
964,964,7,3,3.43
965,965,8,3,4.66
966,966,4,2,5.53
967,967,9,8,3.04
968,968,4,2,5.53
969,969,20,3,5.96
970,970,16,2,4.89
971,971,1,4,6.17
972,972,2,1,4.32
973,973,4,1,5.53
974,974,18,5,5.14
975,975,9,4,3.04
976,976,22,1,6.38
977,977,2,2,4.32
978,978,6,5,3.51
979,979,5,2,4.36
980,980,11,1,3.7
981,981,6,1,3.51
982,982,22,4,6.38
983,983,9,3,3.04
984,984,1,4,6.17
985,985,24,1,2.96
986,986,11,1,3.7
987,987,12,1,5.06
988,988,6,5,3.51
989,989,1,3,6.17
990,990,16,5,4.89
991,991,7,2,3.43
992,992,7,4,3.43
993,993,11,5,3.7
994,994,21,5,4.82
995,995,19,1,3.74
996,996,20,3,5.96
997,997,1,1,6.17
998,998,20,5,5.96
999,999,3,3,2.83
1000,1000,22,2,6.38
1001,1001,26,2,6.48
1002,1002,4,1,5.53
1003,1003,22,5,6.38
1004,1004,6,4,3.51
1005,1005,7,2,3.43
1006,1006,7,5,3.43
1007,1007,8,1,4.66
1008,1008,16,4,4.89
1009,1009,10,4,3.41
1010,1010,23,1,3.63
1011,1011,6,2,3.51
1012,1012,17,1,3.59
1013,1013,12,5,5.06
1014,1014,21,1,4.82
1015,1015,23,5,3.63
1016,1016,9,4,3.04
1017,1017,21,4,4.82
1018,1018,23,1,3.63
1019,1019,20,4,5.96
1020,1020,9,2,3.04
1021,1021,26,4,6.48
1022,1022,19,3,3.74
1023,1023,21,2,4.82
1024,1024,1,5,6.17
1025,1025,19,5,3.74
1026,1026,19,5,3.74
1027,1027,9,6,3.04
1028,1028,9,3,3.04
1029,1029,9,5,3.04
1030,1030,12,3,5.06
1031,1031,10,5,3.41
1032,1032,14,4,4.33
1033,1033,9,2,3.04
1034,1034,15,1,3.78
1035,1035,26,5,6.48
1036,1036,3,5,2.83
1037,1037,6,3,3.51
1038,1038,22,4,6.38
1039,1039,21,4,4.82
1040,1040,9,4,3.04
1041,1041,22,5,6.38
1042,1042,22,5,6.38
1043,1043,22,1,6.38
1044,1044,21,1,4.82
1045,1045,16,5,4.89
1046,1046,15,4,3.78
1047,1047,7,4,3.43
1048,1048,7,1,3.43
1049,1049,20,4,5.96
1050,1050,3,1,2.83
1051,1051,9,4,3.04
1052,1052,6,5,3.51
1053,1053,26,1,6.48
1054,1054,17,2,3.59
1055,1055,10,4,3.41
1056,1056,4,2,5.53
1057,1057,19,5,3.74
1058,1058,21,4,4.82
1059,1059,9,5,3.04
1060,1060,22,4,6.38
1061,1061,3,2,2.83
1062,1062,13,4,3.41
1063,1063,6,2,3.51
1064,1064,4,3,5.53
1065,1065,19,4,3.74
1066,1066,16,4,4.89
1067,1067,4,5,5.53
1068,1068,5,3,4.36
1069,1069,20,2,5.96
1070,1070,12,4,5.06
1071,1071,1,4,6.17
1072,1072,11,3,3.7
1073,1073,21,5,4.82
1074,1074,16,1,4.89
1075,1075,7,2,3.43
1076,1076,1,2,6.17
1077,1077,7,3,3.43
1078,1078,6,2,3.51
1079,1079,24,2,2.96
1080,1080,19,3,3.74
1081,1081,15,2,3.78
1082,1082,21,5,4.82
1083,1083,14,1,4.33
1084,1084,20,3,5.96
1085,1085,1,5,6.17
1086,1086,7,1,3.43
1087,1087,6,3,3.51
1088,1088,16,1,4.89
1089,1089,21,4,4.82
1090,1090,8,5,4.66
1091,1091,18,4,5.14
1092,1092,11,3,3.7
1093,1093,5,3,4.36
1094,1094,13,4,3.41
1095,1095,9,5,3.04
1096,1096,21,1,4.82
1097,1097,6,4,3.51
1098,1098,20,5,5.96
1099,1099,4,2,5.53
1100,1100,15,2,3.78
1101,1101,1,4,6.17
1102,1102,20,5,5.96
1103,1103,9,4,3.04
1104,1104,4,5,5.53
1105,1105,1,1,6.17
1106,1106,8,5,4.66
1107,1107,16,2,4.89
1108,1108,1,2,6.17
1109,1109,5,2,4.36
1110,1110,12,4,5.06
1111,1111,24,5,2.96
1112,1112,6,5,3.51
1113,1113,15,4,3.78
1114,1114,10,3,3.41
1115,1115,21,4,4.82
1116,1116,15,3,3.78
1117,1117,8,5,4.66
1118,1118,2,5,4.32
1119,1119,14,2,4.33
1120,1120,22,3,6.38
1121,1121,24,2,2.96
1122,1122,23,2,3.63
1123,1123,6,5,3.51
1124,1124,24,4,2.96
1125,1125,18,5,5.14
1126,1126,7,2,3.43
1127,1127,4,5,5.53
1128,1128,6,4,3.51
1129,1129,11,4,3.7
1130,1130,26,2,6.48
1131,1131,17,1,3.59
1132,1132,24,1,2.96
1133,1133,18,4,5.14
1134,1134,13,5,3.41
1135,1135,9,8,3.04
1136,1136,24,1,2.96
1137,1137,24,5,2.96
1138,1138,8,2,4.66
1139,1139,9,3,3.04
